id,question,theme
3680,Who was the winner of American Idols ninth season?,American_Idol
3681,Which song did Bowersox cover for her first release?,American_Idol
3682,In which season of American Idol did Steven Tyler and Jennifer Lopez become judges?,American_Idol
3683,Who replace weekly mentors as a more permanent mentor on American Idols tenth season? ,American_Idol
3684,What show did Simon Cowell join after leaving American Idol?,American_Idol
3685,Who was the executive producer of American Idols tenth season?,American_Idol
3686,Who was the in-house mentor this season?,American_Idol
3687,What website hosted auditions for American Idols tenth season?,American_Idol
3688,How did Karen Rodriguez audition for American Idol season ten?,American_Idol
3689,Where could contestants submit a video audition?,American_Idol
3690,Which contestant had a fiancé that had suffered brain damage?,American_Idol
3691,In which round was Chris Medina eliminated n season ten of American Idol?,American_Idol
3692,Which contestants did the judges save on season ten of American Idol?,American_Idol
3693,Which contestant cared for his brain-damaged fiancee?,American_Idol
3694,Which show did Abrams miss because he was in the hospital?,American_Idol
3695,What genre of music did season ten American Idol contestant Lauren Alaina sing?,American_Idol
3696,Who was the winner of American Idols tenth season?,American_Idol
3697,What song did Scotty McCreery first release after winning American Idol?,American_Idol
3698,What is the name of the successful album that Ruben Studdard released in 2003?,American_Idol
3699,"Scotty's first album reached the top Billboard spot, the first time for an Idol winner since when?",American_Idol
3700,In what year did American Idol first air its eleventh season?,American_Idol
3701,How many contestants made it to the finals on season 11 of American Idol?,American_Idol
3702,What contestant was removed from the competition for concealing legal troubles?,American_Idol
3703,When did season 11 premiere?,American_Idol
3704,Why was Jones disqualified?,American_Idol
3705,Why was Phillip Phillips hospitalized during his time on American Idol?,American_Idol
3706,Who was eliminated the week after judges saved Jessica Sanchez on American Idol?,American_Idol
3707,How far did Jessica Sanchez make it on American Idol?,American_Idol
3708,Which contestant was sent home the following week?,American_Idol
3709,In what season was Ace Young a finalist on American Idol?,American_Idol
3710,In What season did Diana DeGarmo come in second on American Idol?,American_Idol
3711,Which season was Ace Young on?,American_Idol
3712,Which season was Diana DeGarmo on?,American_Idol
3713,What is the first song that Phillip Phliips released after winning American Idol?,American_Idol
3714,What is the name of the song that Jessica Sanchez released first after American Idol?,American_Idol
3715,What was Phillip's coronation song?,American_Idol
3716,What song did Sanchez release?,American_Idol
3717,What year did season 12 of American Idol first air?,American_Idol
3718,What was Mariah Careys position on season 12 of American Idol?,American_Idol
3719,When did season 12 premiere?,American_Idol
3720,How many judges did this season have?,American_Idol
3721,How many girls were in the top 10 on season 12 of American Idol?,American_Idol
3722,How many contestants did this season have?,American_Idol
3723,Who as the last man to be eliminated?,American_Idol
3724,How many contestants were able to perform for two weeks without any eliminations?,American_Idol
3725,Who was the winner of American Idols twelfth season?,American_Idol
3726,What was the first song released by Candice Glover after winning American Idol?,American_Idol
3727,This is the first season when what did not happen to the first runner up?,American_Idol
3728,Which long time judge decided to leave his position at the end of the season?,American_Idol
3729,Who were the other judges to leave after this season?,American_Idol
3730,Who was the host of American idol in its thirteenth season?,American_Idol
3731,Who directed the thirteenth season of American Idol?,American_Idol
3732,When did season 13 premiere?,American_Idol
3733,Which former judge came back to the judges' panel this season?,American_Idol
3734,"Per Blankens, Jesse Ignjatovic, and Evan Pragger replaced which two executives?",American_Idol
3735,Who received the Judges' Save this season?,American_Idol
3736,When did the judges use their save on Woolf?,American_Idol
3737,What episode was the 500th of the entire series?,American_Idol
3738,Who won season 13 of American Idol?,American_Idol
3739,Who was the runner up this season?,American_Idol
3740,What was Irene's coronation song?,American_Idol
3741,What year did American Idol first air its fourteenth season?,American_Idol
3742,Who was the host of American Idol in its fourteenth season? ,American_Idol
3743,What was Keith Urbans position on American Idol in its fourteenth season? ,American_Idol
3744,How many episodes did American Idol have each week of the top ten?,American_Idol
3745,What drink company ended their relationship with American Idol in season 14?,American_Idol
3746,What car company had a relationship with American Idol in season 14?,American_Idol
3747,What record label had a contract with the winner of American Idols fourteenth season?,American_Idol
3748,"This season, the winner won a recording contract with what company?",American_Idol
3749,Who won American Idols fourteenth season?,American_Idol
3750,Who came in second on American Idol in season 14?,American_Idol
3751,What was the name of Nick Fradianis victory song?,American_Idol
3752,Who won this season of Idol?,American_Idol
3753,Who was the runner up of Idol?,American_Idol
3754,What was Beckham's first release?,American_Idol
3755,Which contestant came in third place?,American_Idol
3756,What year did Fox announce the cancellation of American Idol?,American_Idol
3757,How many seasons of American Idol have there been?,American_Idol
3758,How many seasons was Jennifer Lopez a judge on American Idol? ,American_Idol
3759,What was Keith Urbans role on American Idols fifteenth season?,American_Idol
3760,Who hosted American Idol in its last season?,American_Idol
3761,"As of 2012, how many finalists did American Idol have? ",American_Idol
3762,When did American Idol begin? ,American_Idol
3763,What region of the United States were American Idols first five winners from? ,American_Idol
3764,What state is American Idol contestant Clay Aiken from?,American_Idol
3765,What state is American Idol contestant Chris Daughtry from? ,American_Idol
3766,How many CDs from American Idol contestants had been sold at the beginning of 2010? ,American_Idol
3767,How many CDS were sold by Idol contestants up to 2010?,American_Idol
3768,"Of the CDs sold, how many were by the contestants with southern ties?",American_Idol
3769,Where do people in the Southern United States often begin singing? ,American_Idol
3770,Where do a lot of people get their start in singing in the south?,American_Idol
3771,Where is Taylor Hicks from?,American_Idol
3772,What does the acronym WGWG stand for? ,American_Idol
3773,Who won season eleven of American Idol? ,American_Idol
